id,prompt,baseline_answer,correct_answer,sources
EMP-013,Ein Bankangestellter vermittelt in seiner Freizeit seinem Arbeitgeber einen neuen Großkunden und erhält dafür eine einmalige Vermittlungsprovision. Fällt diese unter die Einkünfte aus nichtselbständiger Arbeit?,"Ja, die einmalige Vermittlungsprovision fällt unter die Einkünfte aus nichtselbständiger Arbeit.","Ja. Alle Bezüge und Vorteile, die dem Arbeitnehmer aus dem Dienstverhältnis oder einem früheren Dienstverhältnis zufließen, sind Einkünfte aus nichtselbständiger Arbeit. Da die Provision aufgrund der Nähe zum Dienstverhältnis gezahlt wird, ist sie steuerpflichtig.",§ 25 Abs. 1 Z 1 lit. a EStG
EMP-014,Ein Mechaniker muss sein eigenes Werkzeug für die Arbeit im Betrieb verwenden und erhält dafür eine monatliche Pauschale als Abnutzungsentschädigung. Ist diese Pauschale lohnsteuerpflichtig?,Die Pauschale ist lohnsteuerpflichtig.,"Nein. Beträge, die der Arbeitgeber dem Arbeitnehmer für die Bereitstellung von eigenem Werkzeug zahlt (sofern sie die tatsächlichen Kosten nicht offensichtlich übersteigen), gelten als steuerfreie Kostenersätze.",§ 26 Z 2 EStG
EMP-015,"Ein Arbeitgeber kauft für seine Angestellte ein ""Klimaticket Österreich"", damit sie sowohl zur Arbeit pendeln als auch privat damit fahren kann. Muss die Angestellte das Ticket als Sachbezug versteuern?","Ja, die Angestellte muss das Ticket als Sachbezug versteuern. Laut § 22 EStG sind Sachbezüge alle Sachen, die einem Arbeitnehmer von seinem Arbeitgeber überlassen werden, um ihn in seiner Arbeit zu unterstützen. Dazu gehört auch das Klimaticket, da es für die Arbeit zum Pendeln verwendet wird. Der Arbeitnehmer muss den Wert des Tickets in seiner Steuererklärung als Sachbezug angeben und es mit seinem Einkommen versteuern.","Nein. Die Kostenübernahme für eine Wochen-, Monats- oder Jahreskarte für öffentliche Verkehrsmittel durch den Arbeitgeber (sofern das Ticket zumindest am Wohn- oder Arbeitsort gültig ist) gehört nicht zu den Einkünften aus nichtselbständiger Arbeit.",§ 26 Z 5 EStG
EMP-016,"Bei Beendigung eines Arbeitsverhältnisses werden der Arbeitnehmerin 15 nicht verbrauchte Urlaubstage als ""Urlaubsersatzleistung"" ausgezahlt. Handelt es sich hierbei um Arbeitseinkommen im Sinne des Gesetzes?","Ja, es handelt sich um Arbeitseinkommen im Sinne des Einkommensteuergesetzes.",Ja. Die Urlaubsersatzleistung steht in direktem Zusammenhang mit dem Dienstverhältnis und stellt einen steuerpflichtigen Bezug aus nichtselbständiger Arbeit dar.,§ 25 Abs. 1 Z 1 lit. a EStG
EMP-017,"Ein Arbeitgeber zahlt seinem Mitarbeiter für die Arbeit im Homeoffice 3 € pro Tag (für maximal 100 Tage im Jahr), um Kosten für Strom und Internet abzugelten. Muss der Mitarbeiter diese 300 € versteuern?","Nein, der Mitarbeiter muss diese 300 € nicht versteuern. Laut § 22 Abs. 2 EStG sind die vom Arbeitgeber bezahlten Kosten für Strom und Internet, die der Arbeitnehmer im Homeoffice verausgabte, steuerfrei.",Nein. Zahlungen des Arbeitgebers zur Abgeltung von Kosten im Homeoffice (Homeoffice-Pauschale) gehören bis zu einem Betrag von 3 € pro Tag (für höchstens 100 Tage im Kalenderjahr) nicht zu den Einkünften aus nichtselbständiger Arbeit.,§ 26 Z 9 EStG
EMP-018,"Ein ehemaliger Arbeiter bezieht eine Alterspension von der Pensionsversicherungsanstalt (PVA). Er ist der Meinung, dass dies kein ""Arbeitseinkommen"" mehr sei, da er nicht mehr aktiv arbeitet. Fallen diese Bezüge unter § 25 EStG?","Die Alterspension ist ein Einkommen, das nach § 22 EStG steuerpflichtig ist. Die Alterspension ist kein ""Arbeitseinkommen"" im Sinne des § 22 Abs. 1 EStG, da sie nicht aus einer gegenwärtigen Arbeitsleistung stammt. Daher fallen diese Bezüge nicht unter § 25 EStG.",Ja. Bezüge aus der gesetzlichen Sozialversicherung sowie aus gesetzlichen Versorgungseinrichtungen der Körperschaften öffentlichen Rechts gelten gesetzlich als Einkünfte aus nichtselbständiger Arbeit.,§ 25 Abs. 1 Z 3 lit. a EStG
EMP-019,Ein IT-Techniker erhält von seinem Arbeitgeber ein hochwertiges Notebook. Er darf dieses ausdrücklich auch privat für Spiele und Streaming nutzen. Muss er für diesen privaten Nutzungsvorteil einen Sachbezug nach § 25 versteuern?,"Nein, da der Arbeitgeber den Arbeitnehmer ausdrücklich dazu ermächtigt hat, das Notebook auch privat zu nutzen, ist dies kein Sachbezug im Sinne des § 25 EStG.","Nein. Die Bereitstellung von Arbeitsmitteln (wie Computer, Mobiltelefone oder Internetanschlüsse) durch den Arbeitgeber zur beruflichen Verwendung gehört gemäß § 26 Z 2 EStG nicht zu den Einkünften aus nichtselbständiger Arbeit, auch wenn eine private Mitnutzung gestattet ist.",§ 26 Z 2 EStG
EMP-020,"Eine Kassiererin in einem Supermarkt erhält monatlich 30 € als ""Mankogeld"", um etwaige Differenzen in der Kasse auszugleichen. Sie fragt sich, ob dieser Fixbetrag als Teil ihres steuerpflichtigen Gehalts gewertet wird.",Der Fixbetrag von 30 € wird als Einkommen aus nichtselbstständiger Tätigkeit (Lohn) gewertet und ist daher steuerpflichtig.,"Nein. Beträge, die der Arbeitgeber dem Arbeitnehmer als Ersatz für die im Dienst entstehenden Aufwendungen zahlt (hier: das Risiko des Kassenfehlbetrages), gehören nicht zu den Einkünften aus nichtselbständiger Arbeit, sofern sie die tatsächlichen Risiken bzw. Kosten decken und als Auslagenersatz gelten.",§ 26 Z 2 EStG
EMP-021,Zählen Pensionszusagen auch zu meinem Arbeitslohn (Einkünften aus nichtselbständiger Arbeit)?,"Ja, Pensionszusagen zählen zu deinem Arbeitslohn.","Ja. Pensionszusagen gelten als Einkünfte aus nichtselbständiger Arbeit, wenn sie ganz oder teilweise anstelle des derzeit gezahlten Gehalts oder anstelle von Gehaltserhöhungen gewährt werden, auf die der Arbeitnehmer Anspruch hätte.",§ 25 Abs. 1 Z 1 lit. a EStG 1988
EMP-022,Gelten Zahlungen aus einer ungarischen Unfallversicherung ebenfalls als Einkünfte aus nichtselbständiger Arbeit?,"Ja, Zahlungen aus einer ungarischen Unfallversicherung gelten als Einkünfte aus nichtselbständiger Arbeit.","Ja, aber nur, wenn die ungarische Unfallversicherung einer österreichischen gesetzlichen Unfallversicherung entspricht und die Zahlungen in Zusammenhang mit einem bestehenden oder früheren Dienstverhältnis stehen. Fehlt dieser Zusammenhang, zählen sie nicht zu den Einkünften aus nichtselbständiger Arbeit, sondern zu den „sonstigen Einkünften“ nach § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. d EStG 1988 (i.V.m. § 32 Z 1 EStG 1988)
EMP-023,Zählt Krankengeld auch als Arbeitslohn?,"Ja, Krankengeld gilt als Arbeitslohn.","Ja. Krankengeld aus der gesetzlichen Krankenversicherung gilt als Einkünfte aus nichtselbständiger Arbeit, wenn es wegen eines bestehenden oder früheren Dienstverhältnisses bezogen wird. Besteht kein Zusammenhang mit einem Dienstverhältnis (z. B. Krankengeld für Selbständige), ist es keine Einkunft aus nichtselbständiger Arbeit und fällt unter § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. c–e EStG 1988 (i.V.m. § 32 Z 1 EStG 1988)
EMP-024,Wenn ein angestellter Rechtsanwalt während einer Krankheit Zahlungen aus dem Unterstützungssystem der Rechtsanwaltskammer erhält – zählen diese als Arbeitslohn?,Ich bin hier nicht sicher.,"Ja. Krankengeld aus einer Unterstützungseinrichtung einer Kammer gilt als Einkünfte aus nichtselbständiger Arbeit, wenn es im Zusammenhang mit einem bestehenden oder früheren Dienstverhältnis steht (z. B. seiner Anstellung in der Kanzlei). Erfolgt die Zahlung hingegen nur wegen der Kammermitgliedschaft ohne Dienstverhältnis, liegt keine Einkunft aus nichtselbständiger Arbeit vor.",§ 25 Abs. 1 Z 1 lit. e EStG 1988 (i.V.m. § 32 Z 1 EStG 1988)
EMP-025,Wenn ein Unternehmer Zahlungen aus einer Versorgungs- oder Unterstützungseinrichtung erhält – wann gelten diese als Arbeitslohn?,"Wenn ein Unternehmer Zahlungen aus einer Versorgungs- oder Unterstützungseinrichtung erhält, gelten diese als Arbeitslohn, wenn sie aufgrund eines Arbeitsverhältnisses oder einer ähnlichen Beziehung erworben wurden.","Solche Zahlungen zählen nur dann zu den Einkünften aus nichtselbständiger Arbeit, wenn sie im Zusammenhang mit einem bestehenden oder früheren Dienstverhältnis stehen. Erfolgen sie lediglich aufgrund einer Kammermitgliedschaft oder ähnlicher Zugehörigkeit ohne Dienstverhältnis, sind sie sonstige Einkünfte nach § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. e EStG 1988 i.V.m. § 32 Z 1 EStG 1988
EMP-026,Ein österreichischer Arbeitnehmer geht in Pension und erhält Zahlungen aus einer inländischen Pensionskasse. Sind diese voll steuerpflichtig?,"Nein, die Zahlungen aus einer inländischen Pensionskasse sind nicht voll steuerpflichtig. Die Pensionskasse ist eine Sondervermögensfonds, der nach dem Pensionskassengesetz geführt wird. Die Einkünfte aus der Pensionskasse unterliegen der Einkommensteuer, aber nur in Höhe von 50% der Einkünfte.","Nein. Nur jener Teil der Pensionszahlungen, der auf eigene Beitragszahlungen des Arbeitnehmers (bzw. eines wesentlich Beteiligten oder eines Arbeitgebers für sich selbst) entfällt, wird mit 25 % besteuert. Der restliche, vom Arbeitgeber finanzierte Teil ist voll steuerpflichtig.",§ 25 Abs. 1 Z 2 lit. a EStG 1988
EMP-027,Ein Geschäftsführer hält 15 % der Firmenanteile und hat selbst Beiträge in die Pensionskasse der Firma eingezahlt. Wie werden die Auszahlungen versteuert?,"Die Auszahlungen des Geschäftsführers aus der Pensionskasse werden als Einkünfte aus nichtselbstständiger Tätigkeit (Lohn) versteuert. Der Geschäftsführer muss die Auszahlungen als Einkommen versteuern und die Lohnsteuer auf die Beiträge, die er selbst eingezahlt hat, nachgezahlt werden.","Da der Geschäftsführer mit 15 % nicht wesentlich beteiligt ist (§ 22 Z 2 EStG – unter 25 %), wird der Teil der Auszahlung, der auf seine eigenen Beiträge entfällt, mit 25 % versteuert – wie bei gewöhnlichen Arbeitnehmern.",§ 25 Abs. 1 Z 2 lit. a EStG 1988 i.V.m. § 22 Z 2 EStG 1988
EMP-028,"Eine Auszahlung aus der Pensionskasse enthält Beiträge, für die der Arbeitnehmer früher eine staatliche Prämie nach § 108a erhalten hat. Sind diese Anteile steuerpflichtig?","Ja, die Auszahlung ist steuerpflichtig. Die Prämie nach § 108a ist ein steuerpflichtiger Betrag.","Nein. Leistungen aus Beiträgen, für die eine staatliche Prämie nach § 108a oder § 108g gewährt wurde, sind steuerfrei. Das gilt ebenso für Zahlungen, die aus einer Übertragung einer BV‑Kasse (§ 17 BMSVG) stammen.","§ 25 Abs. 1 Z 2 lit. a EStG 1988 i.V.m. §§ 108a, 108g EStG 1988 und § 17 BMSVG"
EMP-029,Wenn eine Auszahlung aus der Pensionskasse sowohl steuerpflichtige als auch steuerfreie Bestandteile enthält – wie wird der steuerpflichtige Teil ermittelt?,"Der steuerpflichtige Teil einer Auszahlung aus der Pensionskasse wird durch die sog. ""Pensionskassenabrechnung"" ermittelt. Diese enthält die Ermittlung der steuerpflichtigen und steuerfreien Bestandteile.",Der Finanzminister kann per Verordnung ein pauschales Verfahren zur Abgrenzung des steuerfreien und steuerpflichtigen Anteils festlegen („pauschales Ausscheiden“).,§ 25 Abs. 1 Z 2 lit. a EStG 1988 (letzter Satz)
EMP-030,"Ein ehemaliger Mitarbeiter erhält regelmäßige Zahlungen aus einer betrieblichen Privatstiftung, die von seinem ehemaligen Arbeitgeber gegründet wurde. Sind diese Zahlungen steuerpflichtig?","Die Zahlungen aus der betrieblichen Privatstiftung sind steuerpflichtig, wenn sie dem ehemaligen Mitarbeiter als Abfindung oder Entschädigung zugeordnet werden können. Wenn sie jedoch als Altersversorgung oder als Teil der betrieblichen Altersversorgung angesehen werden, sind sie steuerfrei.","Ja. Zahlungen aus einer betrieblichen Privatstiftung gelten als Einkünfte aus nichtselbständiger Arbeit, wenn sie aufgrund eines früheren Dienstverhältnisses geleistet werden.",§ 25 Abs. 1 Z 2 lit. c EStG 1988 i.V.m. § 4d EStG 1988
EMP-031,"Ein ehemaliger Geschäftsführer erhält nach seiner Pensionierung eine einmalige „Dankeszahlung“ aus dem Pensionsfonds der Firma, ohne vertraglichen Anspruch. Zählt diese Zahlung trotzdem als Arbeitslohn?","Ja, die Zahlung könnte als Arbeitslohn angesehen werden. Der ehemalige Geschäftsführer hat möglicherweise eine soziale Beziehung zum Pensionsfonds und der Firma, sodass die Zahlung als Gegenleistung für seine Dienstleistungen angesehen werden kann. Dies könnte zu einer Lohnsteuerpflicht führen.","Ja. Auch ohne Rechtsanspruch gilt jede Zahlung, die im Zusammenhang mit einem früheren Dienstverhältnis steht, als Einkünfte aus nichtselbständiger Arbeit (§ 25 Abs. 2 EStG 1988).",§ 25 Abs. 1 Z 2 lit. a und § 25 Abs. 2 EStG 1988
EMP-032,"Ein Arbeitnehmer ist teilweise in Pension und arbeitet noch einen Tag pro Woche, während er gleichzeitig eine Pension aus der gesetzlichen Sozialversicherung bezieht. Wie wird das versteuert?","Das Einkommen aus der Teilzeitbeschäftigung wird wie ein normaler Lohnsteuerbetrag versteuert. Die Pension wird wie ein Einkommen aus der gesetzlichen Sozialversicherung versteuert. 

Das Einkommen aus der Teilzeitbeschäftigung wird mit dem Lohnsteuerabzugsverfahren abgegolten. Die Pension wird mit dem Kirchensteuermehrwert abgegolten. 

Die beiden Einkommen werden also nicht zusammen addiert und dann versteuert, sondern separat versteuert.",Beide Einkünfte – der laufende Lohn und die gesetzliche Pension – zählen als Einkünfte aus nichtselbständiger Arbeit und sind steuerpflichtig.,§ 25 Abs. 1 Z 1 lit. a und § 25 Abs. 1 Z 3 lit. a EStG 1988
EMP-033,Eine Wirtschaftskammer zahlt der Witwe eines Unternehmers eine monatliche Hinterbliebenenpension. Ist das für sie Arbeitslohn?,"Die Hinterbliebenenpension ist keine Einkommensart, die als Arbeitslohn gilt. Sie ist eine Leistung, die nach dem Tod des Unternehmers an die Witwe gezahlt wird.","Ja, wenn diese Leistung auf dem ehemaligen Dienstverhältnis des Verstorbenen beruht. Solche Hinterbliebenenleistungen gelten als Einkünfte aus nichtselbständiger Arbeit.",§ 25 Abs. 1 Z 3 lit. b EStG 1988
EMP-034,"Ein Manager eines Start‑ups hält 10 % der Unternehmensanteile, hat aber keinen formellen Arbeitsvertrag. Sind seine laufenden Vergütungen Einkünfte aus nichtselbständiger Arbeit?","Die Vergütungen des Managers sind Einkünfte aus nichtselbständiger Arbeit, da er nicht als Gesellschafter, sondern als Mitarbeiter des Unternehmens tätig ist. Die Beteiligung an der Unternehmensbeteiligung ist dabei nicht entscheidend, sondern die Art der Tätigkeit und die Beziehung zum Unternehmen.","Ja. Wer unter der 25 %-Grenze des § 22 Z 2 EStG beteiligt ist, erzielt Einkünfte aus nichtselbständiger Arbeit, selbst wenn keine Weisungsgebundenheit besteht.",§ 25 Abs. 1 Z 1 lit. b EStG 1988 i.V.m. § 22 Z 2 EStG 1988
EMP-035,Ein Arbeitnehmer erhält nach der Insolvenz seines Arbeitgebers eine Auszahlung aus dem Insolvenz‑Entgelt‑Fonds. Ist das steuerpflichtiger Arbeitslohn?,"Ja, das ist steuerpflichtiger Arbeitslohn.",Ja. Leistungen aus dem Insolvenz‑Entgelt‑Fonds gelten ausdrücklich als Einkünfte aus nichtselbständiger Arbeit.,§ 25 Abs. 1 Z 2 lit. e EStG 1988
EMP-036,"Eine Unternehmensstiftung zahlt ehemaligen Mitarbeitern, die über 30 Jahre beschäftigt waren, jährlich einen „Treuebonus“. Ist das steuerpflichtig?","Ja, das ist steuerpflichtig. Der Treuebonus gilt als Einkommen der Empfänger und unterliegt der Einkommensteuer.","Ja. Solche Zahlungen einer betrieblichen Privatstiftung, die in Zusammenhang mit früheren Dienstverhältnissen stehen, gelten als Einkünfte aus nichtselbständiger Arbeit.",§ 25 Abs. 1 Z 2 lit. c EStG 1988
EMP-037,"Eine Person erhält ein arbeitsunabhängiges Einkommensersatzgeld, das nicht von einem bestimmten Arbeitgeber stammt. Fällt das unter § 25 EStG 1988?","Nein, das Einkommen fällt nicht unter § 25 EStG 1988. § 25 EStG 1988 bezieht sich auf Einkünfte aus Leiharbeit, die von einem bestimmten Arbeitgeber stammen.","Nein. Nur Leistungen, die aufgrund eines bestehenden oder früheren Dienstverhältnisses gewährt werden, sind Einkünfte aus nichtselbständiger Arbeit; alle anderen fallen unter § 32 Z 1 EStG 1988.",§ 25 Abs. 1 Z 1 lit. c–e i.V.m. § 32 Z 1 EStG 1988
EMP-038,Eine Person bezieht sowohl eine gesetzliche österreichische Pension als auch zusätzliche Unterstützungsleistungen aus einer Kammer‑Versorgungseinrichtung. Werden beide gleich versteuert?,"Nein, die gesetzliche Pension wird wie Einkommen versteuert, die Kammer-Versorgungseinrichtung ist jedoch steuerfrei.","Ja. Beide zählen zu den Einkünften aus nichtselbständiger Arbeit, solange sie auf dienstbezogenen Ansprüchen beruhen.",§ 25 Abs. 1 Z 3 lit. a und b EStG 1988
EMP-039,"Ein langjähriger Mitarbeiter verstirbt, und das Unternehmen überweist seine ausstehende Gehaltszahlung an seine Ehefrau. Wie ist diese Zahlung steuerlich zu behandeln?","Die Zahlung ist steuerlich als Lohnausgleich (§ 22 EStG) anzuerkennen. Der Lohnausgleich ist steuerpflichtig, wenn er 12 Monate nach dem Tod des Arbeitnehmers erfolgt.","Sie bleibt Einkünfte aus nichtselbständiger Arbeit, da § 25 Abs. 2 ausdrücklich festlegt, dass es unerheblich ist, ob die Zahlung an den Arbeitnehmer selbst oder an dessen Rechtsnachfolger erfolgt.",§ 25 Abs. 2 EStG 1988
EMP-040,"Eine Arbeitnehmerin erhält Pensionszahlungen, die teils aus ihren eigenen Beiträgen, teils aus Arbeitgeberbeiträgen stammen. Sind beide Teile steuerpflichtig?","Ja, beide Teile sind steuerpflichtig. Die Pensionszahlungen sind Einkünfte und unterliegen der Einkommensteuer.",Der Anteil aus ihren eigenen Beiträgen wird mit 25 % versteuert; der vom Arbeitgeber finanzierte Anteil ist voll steuerpflichtig.,§ 25 Abs. 1 Z 2 lit. a EStG 1988
EMP-041,Die Firma XY stellt dem Mitarbeiter A eine Wohnung zur Verfügung. Diese Leistung wird als Sachbezug gesehen. Der Wert des Sachbezugs wird über den ursprünglichen Anschaffungswert in der Höhe von 600.000€ berechnet?,"Das ist ein Sachbezug im Sinne des österreichischen Steuerrechts. Der Wert des Sachbezugs wird tatsächlich über den ursprünglichen Anschaffungswert berechnet. Der Mitarbeiter A muss also den ursprünglichen Anschaffungswert der Wohnung als Einkommen versteuern, also 600.000€.","Nein. Als Grundlage für den Sachbezug wird der monatliche Quadratmeterwert der am 31. Oktober des Vorjahres galt, genommen. Gemäß § 5 Richtwertgesetz.",§ 5 Richtwertgesetz § 2 Sachbezugswerteverordnung SachbezugsVO
